id/bioguide,id/thomas,id/govtrack,social/twitter,social/facebook,social/youtube_id,social/twitter_id,social/youtube,social/instagram,social/instagram_id
S001203,,412742,SenTinaSmith,USSenTinaSmith,,9.41001E+17,,,
S001195,2191,412596,RepJasonSmith,repjasonsmith,UCzj9-27Lr4gcqopmZAobXXg,1623308912,RepJasonSmith,,
S000522,1071,400380,RepChrisSmith,RepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,1289319271,USRepChrisSmith,,
M001169,1837,412194,senmurphyoffice,chrismurphyct,UCbcEa40PIFpLpdDe06n3F3Q,2853793517,senchrismurphy,,
B001288,2194,412598,SenBooker,,UC6FlymqNS1VettnVZa7goPA,2167097881,SenCoryBooker,,
C001101,2196,412600,RepKClark,CongresswomanClark,UCgaI52w7QKI8LtkSeCCmSuw,2293131060,,repkclark,
B001289,2197,412601,RepByrne,RepByrne,UCRUXmqQbrKo0T6xi_GT7TEA,2253968388,,repbyrne,944262792
N000189,2275,412660,RepNewhouse,RepNewhouse,UCllbsv_aoIaPS6W3aSonZlw,2930635215,,,
L000583,2238,412624,RepLoudermilk,reploudermilk,UC2Kfw8fjca8k3w3KpzL5tNg,2914163523,,RepLoudermilk,
C001103,2236,412622,RepBuddyCarter,congressmanbuddycarter,UCHQm49T6ikD_ioMAt50AwKQ,2973870195,,,
B001295,2243,412629,RepBost,RepBost,UCYA1psY06vSf3QadHuCrmjQ,2964877294,,,
A000370,2201,412607,RepAdams,CongresswomanAdams,UCPI9ao1Cr1nxEUD2r-usRjQ,2916086925,,repadams,
M001194,2248,412634,RepMoolenaar,RepMoolenaar,UCnMvVN4a8roZu4crE0UW2DA,2696643955,,RepMoolenaar,
S001196,2263,412648,RepStefanik,RepEliseStefanik,UCHvf42C8Vw6QnjwO2L2ukKA,2962813893,,,
R000603,2256,412641,RepDavidRouzer,RepRouzer,UCBvOxpqoGi1HlHjX9v_gHZw,834069080,,repdavidrouzer,
P000609,2221,412608,USRepGaryPalmer,CongressmanGaryPalmer,UCYZfP-cNIvlJY3AcAc9OPpQ,2861616083,,repgarypalmer,1551536636
E000294,2253,412639,RepTomEmmer,reptomemmer,,2914515430,RepTomEmmer,reptomemmer,1565640999
A000374,2244,412630,RepAbraham,CongressmanRalphAbraham,,2962891515,,,
Z000017,2261,412646,RepLeeZeldin,RepLeeZeldin,UCHzZuesCPDka2NhZO8icqzA,2750127259,,,
K000386,2264,412649,RepJohnKatko,RepJohnKatko,,2966765501,,,
W000821,2224,412610,RepWesterman,RepWesterman,UCNshPbmupCwP5a7Hi79jETQ,2852998461,,,
H001072,2223,412609,RepFrenchHill,RepFrenchHill,UCT8uWroJtkwSsCJlVg0IKvQ,2953974395,,repfrenchhill,
B001291,2270,412655,RepBrianBabin,RepBrianBabin,UCPVEZgw-VbDRbLV1MRGVQNQ,2929491549,,,
M001195,2277,412662,RepAlexMooney,CongressmanAlexMooney,UCw9CGkF4Re3areluI43TGyA,2964526557,,repalexmooney,
B001297,2233,412619,RepKenBuck,repkenbuck,UCHK7Wcwij7NoxXGTeSHUWzg,2862577383,,repkenbuck,
R000602,2262,412647,RepKathleenRice,RepKathleenRice,UCLYLmjrGtzzCFXMWPBxHAug,2970462034,,,
D000624,2251,412637,RepDebDingell,RepDebbieDingell,UCnoP3KLT-HOvzDfC1-I-9lQ,2970279814,,repdingell,
T000474,2231,412617,NormaJTorres,RepNormaTorres,UCvWY4qKP6--o3pIJY7hhKDg,236279233,,repnormatorres,
S001197,2289,412671,SenSasse,SenatorSasse,UCYaNGwcM2Dl5yDcDqS6xV2g,2962923040,,senatorsasse,1636974433
S001198,2290,412665,SenDanSullivan,SenDanSullivan,UC7tXCm8gKlAhTFo2kuf5ylw,2891210047,,sen_dansullivan,1660873387
A000372,2239,412625,reprickallen,CongressmanRickAllen,UCZPoYXHFDAV17BGLMzGAmpg,2964287128,,Rep_RickAllen,1666787116
R000605,2288,412669,SenatorRounds,SenatorMikeRounds,UC-pvzimyBdpdkcIfsicrfrQ,2955485182,,,
B001296,2267,412652,CongBoyle,CongressmanBoyle,UCMP_Anj7lz4eZuSh8GwFqQQ,4304448314,,,
H001071,2237,412623,congressmanhice,CongressmanJodyHice,UCzUMsS8DusN2QLpgweFthgQ,2975091705,,rep_hice,
A000371,2229,412615,reppeteaguilar,reppeteaguilar,UCxwbFLOlKDsXrwizV5jah7g,3018670151,,,
G000574,2226,412612,RepRubenGallego,RepRubenGallego,,2966570782,,reprubengallego,
P000612,2286,412666,sendavidperdue,SenatorDavidPerdue,UCXHsrkPP4TAm0s0qB1C31Lw,2863210809,,sendavidperdue,1650058430
P000610,2274,412659,staceyplaskett,repstaceyplaskett,UC3V7biFZHDFHDFZy6cCSZUA,2724095695,,stacey_plaskett,
W000822,2259,412644,RepBonnie,RepBonnie,UCrxEaX0VKZKwg3930du2D5A,2968451607,,repbonnie,
H001073,2269,412654,hurdonthehill,HurdOnTheHill,UCjWcn2lgGCZbwPs6lKxlziQ,2963445730,,hurdonthehill,
L000582,2230,412616,RepTedLieu,RepTedLieu,UC9qcJxTqfDNBnVul1IojlFg,3044993235,,RepTedLieu,
G000577,2245,412631,RepGarretGraves,CongressmanGarretGraves,UCQLg9GGwTDluEFJtXf8seTA,2951574214,,instagravesla,
D000623,2227,412613,RepDeSaulnier,RepMarkDeSaulnier,,2968007206,,repdesaulnier,
W000819,2255,412670,RepMarkWalker,RepMarkWalker,UC2w0KJe43jr0Hlhi6J5smhg,2966205003,,repmarkwalker,1638422078
M001196,2246,412632,teammoulton,CongressmanSethMoulton,UC5w5qn7nj5Ljy69LTV7a_fQ,3091316093,,repmoulton,
B001292,2272,412657,RepDonBeyer,RepDonBeyer,UCPJGVbOVcAVGiBwq8qr_T9w,2962868158,,repdonbeyer,
G000576,2276,412661,RepGrothman,RepGrothman,UCui4k83Cot4aeVW_8T33fgg,2976606250,,,
N000188,2202,412606,DonaldNorcross,DonaldNorcrossNJ,UC7kXK_PyDiOT8YrdP0jYZHw,3122099613,,donald_norcross,
L000581,2252,412638,RepLawrence,3.9576E+14,UCf0USy9GNigkB8O9sS1dodw,2863006655,,repbrendalawrence,
K000388,,412673,reptrentkelly,reptrentkelly,UCtDrz-8tdg4ZgOAQHToSWaQ,3317799825,,reptrentkelly,
L000585,2295,412674,RepLaHood,replahood,UCVRbtFwaBGcixZIkygtalRw,3686482216,,,
B001299,,412702,RepJimBanks,RepJimBanks,UC_FR6TySW9uxvhjozkis6Xg,8.16131E+17,,repjimbanks,
D000627,,412696,RepValDemings,RepresentativeValDemings,UCkcshqwFNJG6XeduOforhig,7.98973E+17,,repvaldemings,
B001303,,412689,RepLBR,Rep.BluntRochester,,8.1705E+17,,,
R000606,,412708,repraskin,repraskin,UChxDE6vho5BfBTOqiBsDmKg,8.06906E+17,,repraskin,
P000613,,412685,RepJimmyPanetta,RepJimmyPanetta,UCmw-aERG51C96edMDPN7fXQ,7.96737E+17,,repjimmypanetta,
C001111,,412697,repcharliecrist,RepCharlieCrist,,8.1603E+17,,repcharliecrist,
D000628,,412691,drnealdunnfl2,drnealdunnfl2,UCRTGfrYP-RuDzJ2KGok7TRA,8.15952E+17,,,
B001300,,412687,RepBarragan,CongresswomanBarragan,,8.16834E+17,,repbarragan,
B001302,,412683,RepAndyBiggsAZ,RepAndyBiggs,UCqSq9kWOxk9yNTeILBCVC1w,8.16653E+17,,repandybiggs,
M001199,,412698,repbrianmast,repbrianmast,,8.14104E+17,repbrianmast,RepBrianMast,
M001200,,412728,RepMcEachin,RepMcEachin,UCMoPYHuZ3fZho0ZixZCfiFg,8.16181E+17,,repmceachin,
D000626,2296,412675,WarrenDavidson,CongressmanWarrenDavidson,UCMzuyZWzk44YRNesFzPTeUw,7.42736E+17,,instawarrendavidson,
F000465,,412700,RepDrewFerguson,RepDrewFerguson,UCuK7_j2sREWi_7wBAN477bg,8.06584E+17,,repdrewferguson,
G000581,,412725,RepGonzalez,USCongressmanVicenteGonzalez,UC5H6oYLKQ_xIXO5CG7fh4hw,8.18536E+17,,repvicentegonzaleztx,
G000583,,412714,RepJoshG,RepJoshG,,8.15311E+17,,RepJoshG,
C001113,,412681,sencortezmasto,SenatorCortezMasto,UCip_83SiKUqwnUT57VOXrCg,8.11314E+17,,,
